2026-08-13T05:48:11.6469942Z ##[group]Run cargo clippy --workspace --all-targets -- -D warnings
2026-08-13T05:48:11.6470415Z [36;1mcargo clippy --workspace --all-targets -- -D warnings[0m
2026-08-13T05:48:11.6495633Z shell: /usr/bin/bash -e {0}
2026-08-13T05:48:11.6495978Z env:
2026-08-13T05:48:11.6496247Z   CARGO_TERM_COLOR: always
2026-08-13T05:49:25.7628866Z [1m[92m    Checking[0m yoke v0.8.3
2026-08-13T05:49:25.9959659Z [1m[92m   Compiling[0m zerovec-derive v0.11.3
2026-08-13T05:49:26.5369377Z [1m[92m    Checking[0m futures-timer v3.0.4
2026-08-13T05:49:26.6409615Z [1m[92m    Checking[0m litemap v0.8.2
2026-08-13T05:49:26.7498037Z [1m[92m    Checking[0m zerovec v0.11.6
2026-08-13T05:49:26.7579108Z [1m[92m    Checking[0m writeable v0.6.3
2026-08-13T05:49:26.8049312Z [1m[92m    Checking[0m sp-application-crypto v48.0.0
2026-08-13T05:49:26.8669021Z [1m[92m    Checking[0m zerotrie v0.2.4
2026-08-13T05:49:27.0328843Z [1m[92m   Compiling[0m icu_normalizer_data v2.2.0
2026-08-13T05:49:27.1008927Z [1m[92m    Checking[0m sp-runtime v48.0.0
2026-08-13T05:49:27.1242479Z [1m[92m   Compiling[0m icu_properties_data v2.2.0
2026-08-13T05:49:27.1359132Z [1m[92m    Checking[0m tinystr v0.8.3
2026-08-13T05:49:27.2098954Z [1m[92m    Checking[0m potential_utf v0.1.5
2026-08-13T05:49:27.2539341Z [1m[92m    Checking[0m icu_locale_core v2.2.0
2026-08-13T05:49:27.2667741Z [1m[92m    Checking[0m utf8_iter v1.0.4
2026-08-13T05:49:27.3288860Z [1m[92m    Checking[0m icu_collections v2.2.0
2026-08-13T05:49:27.6976630Z [1m[92m   Compiling[0m pin-project-internal v1.1.13
2026-08-13T05:49:27.7668919Z [1m[92m    Checking[0m icu_provider v2.2.0
2026-08-13T05:49:27.9294421Z [1m[92m    Checking[0m icu_properties v2.2.0
2026-08-13T05:49:28.4569122Z [1m[92m    Checking[0m icu_normalizer v2.2.0
2026-08-13T05:49:28.6846608Z [1m[92m    Checking[0m data-encoding v2.11.1
2026-08-13T05:49:28.7109156Z [1m[92m    Checking[0m idna_adapter v1.2.2
2026-08-13T05:49:28.7688910Z [1m[92m    Checking[0m percent-encoding v2.3.2
2026-08-13T05:49:28.8439160Z [1m[92m    Checking[0m form_urlencoded v1.2.2
2026-08-13T05:49:28.8878861Z [1m[92m    Checking[0m idna v1.1.0
2026-08-13T05:49:28.9098970Z [1m[92m    Checking[0m pin-project v1.1.13
2026-08-13T05:49:28.9488780Z [1m[92m   Compiling[0m prost-derive v0.14.4
2026-08-13T05:49:29.0488651Z [1m[92m    Checking[0m url v2.5.8
2026-08-13T05:49:29.3369106Z [1m[92m    Checking[0m unsigned-varint v0.8.0
2026-08-13T05:49:29.7029052Z [1m[92m    Checking[0m multihash v0.19.5
2026-08-13T05:49:29.7799307Z [1m[92m   Compiling[0m zstd-safe v6.0.6
2026-08-13T05:49:30.0577004Z [1m[92m   Compiling[0m picosimd v0.9.6
2026-08-13T05:49:30.3299044Z [1m[92m    Checking[0m sp-version v46.0.0
2026-08-13T05:49:30.3878859Z [1m[92m    Checking[0m sp-inherents v43.0.0
2026-08-13T05:49:30.4739548Z [1m[92m    Checking[0m sp-staking v45.0.0
2026-08-13T05:49:30.5858920Z [1m[92m    Checking[0m sp-api v43.0.0
2026-08-13T05:49:30.7607103Z [1m[92m    Checking[0m sp-genesis-builder v0.24.0
2026-08-13T05:49:30.8759160Z [1m[92m   Compiling[0m data-encoding-macro-internal v0.1.19
2026-08-13T05:49:31.2449156Z [1m[92m   Compiling[0m match-lookup v0.1.2
2026-08-13T05:49:31.4479170Z [1m[92m    Checking[0m const-str v0.4.3
2026-08-13T05:49:31.6409127Z [1m[92m   Compiling[0m fastrand v2.5.0
2026-08-13T05:49:31.7818861Z [1m[92m   Compiling[0m shlex v1.3.0
2026-08-13T05:49:31.8983436Z [1m[92m    Checking[0m base256emoji v1.0.2
2026-08-13T05:49:31.9210283Z [1m[92m    Checking[0m data-encoding-macro v0.1.21
2026-08-13T05:49:31.9580261Z [1m[92m    Checking[0m hkdf v0.12.4
2026-08-13T05:49:32.0146161Z [1m[92m    Checking[0m base-x v0.2.11
2026-08-13T05:49:32.0248736Z [1m[92m    Checking[0m frame-support v48.0.0
2026-08-13T05:49:32.0475507Z [1m[92m    Checking[0m base45 v3.2.0
2026-08-13T05:49:32.0848822Z [1m[92m    Checking[0m prost v0.14.4
2026-08-13T05:49:32.1099028Z [1m[92m   Compiling[0m tempfile v3.27.0
2026-08-13T05:49:32.3169066Z [1m[92m    Checking[0m multibase v0.9.3
2026-08-13T05:49:32.3299208Z [1m[92m    Checking[0m web-time v1.1.0
2026-08-13T05:49:32.3689685Z [1m[92m    Checking[0m libp2p-identity v0.2.14
2026-08-13T05:49:32.3778804Z [1m[92m    Checking[0m asynchronous-codec v0.6.2
2026-08-13T05:49:32.4318765Z [1m[92m   Compiling[0m strsim v0.11.1
2026-08-13T05:49:32.4838816Z [1m[92m   Compiling[0m ident_case v1.0.1
2026-08-13T05:49:32.5369112Z [1m[92m    Checking[0m multiaddr v0.18.2
2026-08-13T05:49:32.5416303Z [1m[92m    Checking[0m unsigned-varint v0.7.2
2026-08-13T05:49:32.6489095Z [1m[92m    Checking[0m quick-protobuf v0.8.1
2026-08-13T05:49:32.6779220Z [1m[92m   Compiling[0m ring v0.17.14
2026-08-13T05:49:32.7548911Z [1m[92m   Compiling[0m glob v0.3.4
2026-08-13T05:49:32.7608623Z [1m[92m    Checking[0m multistream-select v0.13.0
2026-08-13T05:49:32.9377072Z [1m[92m    Checking[0m rw-stream-sink v0.4.0
2026-08-13T05:49:33.0005816Z [1m[92m    Checking[0m void v1.0.2
2026-08-13T05:49:33.0712333Z [1m[92m   Compiling[0m clang-sys v1.9.1
2026-08-13T05:49:33.0876376Z [1m[92m    Checking[0m libp2p-core v0.42.0
2026-08-13T05:49:33.5540543Z [1m[92m    Checking[0m num-integer v0.1.47
2026-08-13T05:49:33.9723303Z [1m[92m   Compiling[0m minimal-lexical v0.2.1
2026-08-13T05:49:34.0990507Z [1m[92m   Compiling[0m nom v7.1.3
2026-08-13T05:49:34.5254202Z [1m[33mwarning[0m: clang-sys@1.9.1: could not execute `llvm-config` one or more times, if the LLVM_CONFIG_PATH environment variable is set to a full path to valid `llvm-config` executable it will be used to try to find an instance of `libclang` on your system: "couldn't execute `llvm-config --prefix` (path=llvm-config) (error: No such file or directory (os error 2))"
2026-08-13T05:49:34.5256652Z [1m[91merror[0m: failed to run custom build command for `clang-sys v1.9.1`
2026-08-13T05:49:34.5257205Z 
2026-08-13T05:49:34.5257416Z Caused by:
2026-08-13T05:49:34.5258425Z   process didn't exit successfully: `/home/runner/work/Verdischain-/Verdischain-/target/debug/build/clang-sys-70570d8a81f05119/build-script-build` (exit status: 101)
2026-08-13T05:49:34.5259240Z   --- stdout
2026-08-13T05:49:34.5260454Z   cargo:warning=could not execute `llvm-config` one or more times, if the LLVM_CONFIG_PATH environment variable is set to a full path to valid `llvm-config` executable it will be used to try to find an instance of `libclang` on your system: "couldn't execute `llvm-config --prefix` (path=llvm-config) (error: No such file or directory (os error 2))"
2026-08-13T05:49:34.5261739Z 
2026-08-13T05:49:34.5261941Z   --- stderr
2026-08-13T05:49:34.5262182Z 
2026-08-13T05:49:34.5262751Z   thread 'main' (7871) panicked at /home/runner/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/clang-sys-1.9.1/build/dynamic.rs:229:45:
2026-08-13T05:49:34.5270814Z   called `Result::unwrap()` on an `Err` value: "couldn't find any valid shared libraries matching: ['libclang.so', 'libclang-*.so'], set the `LIBCLANG_PATH` environment variable to a path where one of these files can be found (invalid: [])"
2026-08-13T05:49:34.5272917Z   note: run with `RUST_BACKTRACE=1` environment variable to display a backtrace
2026-08-13T05:49:34.5273793Z [1m[33mwarning[0m: build failed, waiting for other jobs to finish...
2026-08-13T05:49:40.2679010Z ##[error]Process completed with exit code 101.
