2026-08-13T05:48:08.7394550Z ##[group]Run cargo check --workspace --all-targets
2026-08-13T05:48:08.7395382Z [36;1mcargo check --workspace --all-targets[0m
2026-08-13T05:48:08.7459206Z shell: /usr/bin/bash -e {0}
2026-08-13T05:48:08.7459488Z env:
2026-08-13T05:48:08.7459697Z   CARGO_TERM_COLOR: always
2026-08-13T05:49:31.3586804Z [1m[92m    Checking[0m futures-timer v3.0.4
2026-08-13T05:49:31.4896455Z [1m[92m    Checking[0m writeable v0.6.3
2026-08-13T05:49:31.6196492Z [1m[92m    Checking[0m litemap v0.8.2
2026-08-13T05:49:31.7616859Z [1m[92m    Checking[0m zerotrie v0.2.4
2026-08-13T05:49:31.8756528Z [1m[92m    Checking[0m zerovec v0.11.6
2026-08-13T05:49:31.9753464Z [1m[92m    Checking[0m utf8_iter v1.0.4
2026-08-13T05:49:32.0626653Z [1m[92m   Compiling[0m icu_normalizer_data v2.2.0
2026-08-13T05:49:32.1816616Z [1m[92m   Compiling[0m icu_properties_data v2.2.0
2026-08-13T05:49:32.3507600Z [1m[92m    Checking[0m tinystr v0.8.3
2026-08-13T05:49:32.3776486Z [1m[92m    Checking[0m potential_utf v0.1.5
2026-08-13T05:49:32.4047096Z [1m[92m    Checking[0m sp-application-crypto v48.0.0
2026-08-13T05:49:32.4626567Z [1m[92m    Checking[0m icu_collections v2.2.0
2026-08-13T05:49:32.4926403Z [1m[92m    Checking[0m icu_locale_core v2.2.0
2026-08-13T05:49:32.7876938Z [1m[92m    Checking[0m sp-runtime v48.0.0
2026-08-13T05:49:32.9077079Z [1m[92m   Compiling[0m pin-project-internal v1.1.13
2026-08-13T05:49:33.1026363Z [1m[92m    Checking[0m icu_provider v2.2.0
2026-08-13T05:49:33.2946358Z [1m[92m    Checking[0m icu_properties v2.2.0
2026-08-13T05:49:33.8516495Z [1m[92m    Checking[0m icu_normalizer v2.2.0
2026-08-13T05:49:34.1190484Z [1m[92m    Checking[0m data-encoding v2.11.1
2026-08-13T05:49:34.2412852Z [1m[92m    Checking[0m idna_adapter v1.2.2
2026-08-13T05:49:34.3197708Z [1m[92m    Checking[0m percent-encoding v2.3.2
2026-08-13T05:49:34.3716463Z [1m[92m    Checking[0m idna v1.1.0
2026-08-13T05:49:34.4236489Z [1m[92m    Checking[0m form_urlencoded v1.2.2
2026-08-13T05:49:34.5136629Z [1m[92m    Checking[0m pin-project v1.1.13
2026-08-13T05:49:34.5718640Z [1m[92m   Compiling[0m prost-derive v0.14.4
2026-08-13T05:49:34.5824135Z [1m[92m    Checking[0m url v2.5.8
2026-08-13T05:49:34.9595745Z [1m[92m    Checking[0m unsigned-varint v0.8.0
2026-08-13T05:49:35.4326469Z [1m[92m    Checking[0m multihash v0.19.5
2026-08-13T05:49:35.8486663Z [1m[92m   Compiling[0m zstd-safe v6.0.6
2026-08-13T05:49:35.9266424Z [1m[92m   Compiling[0m picosimd v0.9.6
2026-08-13T05:49:36.5736731Z [1m[92m   Compiling[0m data-encoding-macro-internal v0.1.19
2026-08-13T05:49:36.7917987Z [1m[92m    Checking[0m sp-version v46.0.0
2026-08-13T05:49:36.8634022Z [1m[92m    Checking[0m sp-inherents v43.0.0
2026-08-13T05:49:37.1190232Z [1m[92m    Checking[0m sp-api v43.0.0
2026-08-13T05:49:37.3527363Z [1m[92m    Checking[0m sp-staking v45.0.0
2026-08-13T05:49:37.8686521Z [1m[92m    Checking[0m sp-genesis-builder v0.24.0
2026-08-13T05:49:38.0286861Z [1m[92m   Compiling[0m match-lookup v0.1.2
2026-08-13T05:49:38.1346317Z [1m[92m    Checking[0m const-str v0.4.3
2026-08-13T05:49:38.2796498Z [1m[92m   Compiling[0m shlex v1.3.0
2026-08-13T05:49:38.3476384Z [1m[92m   Compiling[0m fastrand v2.5.0
2026-08-13T05:49:38.4021477Z [1m[92m    Checking[0m base256emoji v1.0.2
2026-08-13T05:49:38.4352880Z [1m[92m    Checking[0m data-encoding-macro v0.1.21
2026-08-13T05:49:38.4936951Z [1m[92m    Checking[0m hkdf v0.12.4
2026-08-13T05:49:38.5246629Z [1m[92m   Compiling[0m tempfile v3.27.0
2026-08-13T05:49:38.5556456Z [1m[92m    Checking[0m base45 v3.2.0
2026-08-13T05:49:38.5896899Z [1m[92m    Checking[0m base-x v0.2.11
2026-08-13T05:49:38.6361683Z [1m[92m    Checking[0m prost v0.14.4
2026-08-13T05:49:38.6696478Z [1m[92m    Checking[0m multibase v0.9.3
2026-08-13T05:49:38.8136255Z [1m[92m    Checking[0m web-time v1.1.0
2026-08-13T05:49:38.8546528Z [1m[92m    Checking[0m asynchronous-codec v0.6.2
2026-08-13T05:49:38.8666228Z [1m[92m   Compiling[0m strsim v0.11.1
2026-08-13T05:49:38.9010991Z [1m[92m    Checking[0m frame-support v48.0.0
2026-08-13T05:49:38.9188776Z [1m[92m    Checking[0m libp2p-identity v0.2.14
2026-08-13T05:49:38.9986481Z [1m[92m   Compiling[0m ident_case v1.0.1
2026-08-13T05:49:39.0816479Z [1m[92m    Checking[0m unsigned-varint v0.7.2
2026-08-13T05:49:39.1301250Z [1m[92m    Checking[0m quick-protobuf v0.8.1
2026-08-13T05:49:39.1392332Z [1m[92m    Checking[0m multiaddr v0.18.2
2026-08-13T05:49:39.2356457Z [1m[92m   Compiling[0m ring v0.17.14
2026-08-13T05:49:39.2836554Z [1m[92m   Compiling[0m glob v0.3.4
2026-08-13T05:49:39.4122783Z [1m[92m    Checking[0m multistream-select v0.13.0
2026-08-13T05:49:39.6086688Z [1m[92m   Compiling[0m clang-sys v1.9.1
2026-08-13T05:49:39.6347484Z [1m[92m    Checking[0m rw-stream-sink v0.4.0
2026-08-13T05:49:39.7086478Z [1m[92m    Checking[0m void v1.0.2
2026-08-13T05:49:39.7716428Z [1m[92m    Checking[0m libp2p-core v0.42.0
2026-08-13T05:49:40.3253989Z [1m[92m    Checking[0m num-integer v0.1.47
2026-08-13T05:49:40.3823496Z [1m[33mwarning[0m: clang-sys@1.9.1: could not execute `llvm-config` one or more times, if the LLVM_CONFIG_PATH environment variable is set to a full path to valid `llvm-config` executable it will be used to try to find an instance of `libclang` on your system: "couldn't execute `llvm-config --prefix` (path=llvm-config) (error: No such file or directory (os error 2))"
2026-08-13T05:49:40.3826569Z [1m[91merror[0m: failed to run custom build command for `clang-sys v1.9.1`
2026-08-13T05:49:40.3827310Z 
2026-08-13T05:49:40.3828093Z Caused by:
2026-08-13T05:49:40.3829312Z   process didn't exit successfully: `/home/runner/work/Verdischain-/Verdischain-/target/debug/build/clang-sys-70570d8a81f05119/build-script-build` (exit status: 101)
2026-08-13T05:49:40.3830622Z   --- stdout
2026-08-13T05:49:40.3834347Z   cargo:warning=could not execute `llvm-config` one or more times, if the LLVM_CONFIG_PATH environment variable is set to a full path to valid `llvm-config` executable it will be used to try to find an instance of `libclang` on your system: "couldn't execute `llvm-config --prefix` (path=llvm-config) (error: No such file or directory (os error 2))"
2026-08-13T05:49:40.3836904Z 
2026-08-13T05:49:40.3842348Z   --- stderr
2026-08-13T05:49:40.3842762Z 
2026-08-13T05:49:40.3843630Z   thread 'main' (8027) panicked at /home/runner/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/clang-sys-1.9.1/build/dynamic.rs:229:45:
2026-08-13T05:49:40.3850532Z   called `Result::unwrap()` on an `Err` value: "couldn't find any valid shared libraries matching: ['libclang.so', 'libclang-*.so'], set the `LIBCLANG_PATH` environment variable to a path where one of these files can be found (invalid: [])"
2026-08-13T05:49:40.3852513Z   note: run with `RUST_BACKTRACE=1` environment variable to display a backtrace
2026-08-13T05:49:40.3853652Z [1m[33mwarning[0m: build failed, waiting for other jobs to finish...
2026-08-13T05:49:49.3237424Z ##[error]Process completed with exit code 101.
